"report_uuid","issue_ordi","registrant_name","client_name","issue_text","date_received"
"8a5f2d62-c2af-52a5-9866-28f654e76e18",7,"DUTKO WORLDWIDE, LLC",AMERICAN HOME FURNISHINGS ALLIANCE,Discuss impacts of scope rulings on anti-dumping orders. Monitor implementation on P.L. 111-199 on import certifications.,2015-07-09 00:00:00
cd558aef-f34e-53be-8cae-ff4846505c98,1,"RYBERG AND SMITH, L.L.C.",International Sugar Trade Coalition,"1. Administration of US TRQs on sugar; 2. antidumping and countervailing duty investigations of sugar imports from Mexico; 3. Other issues affecting access to the US sugar market",2015-07-09 00:00:00
d323f4a9-548b-5aa6-81eb-2689630b12ae,1,NATIONAL CHICKEN COUNCIL,National Chicken Council,"Opening India Market to U.S. Poultry
European Union/World Trade Organization Case on Antimicrobials
USTR-WTO v. China's imposition of anti-dumping and countervailing duties on U.S. chicken products
Addressing poultry labeling under Mandatory Country of Origin Labeling
Establishment of Under Secretary of Agriculture for Trade and Foreign Agriculture
Trade Promotion Authority and Trade Assistance Authority, HR 2146 and HR 1295
Trans-Pacific Partnership
Trans Atlantic Trade and Investment Partnership
African Growth and Opportunity Act
Opening Cuban Markets to US Agriculture",2015-07-06 00:00:00
"065fbd63-bee3-54df-a309-03f710ed8661",2,SEABOARD CORPORATION,SEABOARD CORPORATION,AGOA; Encouraging South Africa to lift its anti-dumping tariffs on US poultry imports; Encouraging Congressional support for a private investment project in Haiti; Questioning continued US foreign aid to Benin due to electoral and judicial corruption.,2015-05-28 00:00:00
"065fbd63-bee3-54df-a309-03f710ed8661",4,SEABOARD CORPORATION,SEABOARD CORPORATION,AGOA; Encouraging South Africa to lift its US poultry anti-dumping duties; Encouraging support for TPA passage.,2015-05-28 00:00:00
"8a9b28d1-9b9d-5bf9-85d3-2e5a1ca8e67f",1,STEWART AND STEWART,American Shrimp Processors Association,"Trade law reform, specifically antidumping and countervailing duty laws, to seek more effective relief; work on legislative initiatives to benefit US Shrimp Industry.",2015-04-21 00:00:00
"25ac2ae5-350f-5f85-ac79-60737f64f291",1,STEWART AND STEWART,The Timken Company,"Trade law reform, specifically antidumping and countervailing duty laws, to seek more effective relief; S. 891 Leveling the Playing Field Act; Trade Promotion Authority.",2015-04-21 00:00:00
f3268018-a6e4-5aa5-9b9b-54a63f20359c,1,THE WESSEL GROUP INCORPORATED,Packaging Corporation of America,"Support for Petitioner Antidumping and Countervailing Duty investigation of Uncoated Paper from Australia, Brazil, China, Indonesia and Portugal",2015-04-20 00:00:00
"3ad7dd8d-946b-5253-a10a-aa89ea9e444f",3,NATIONAL FISHERIES INSTITUTE,NATIONAL FISHERIES INSTITUTE,International trade issues; Trade Promotion Authority; Trans-Pacific Partnership; Generalized Systems of Preferences; Customs Act Reauthorization; LAcey Act violations; international seafood treaties;anti-dumping and countervailing duties policy; trade issues with European Union.,2015-04-20 00:00:00
ee3fa985-b81f-5805-800d-97e483ac659d,1,"MARS, INCORPORATED",MARS INCORPORATED,"Issues related to sugar reform; Mexican anti-dumping case; country-of-origin labeling; Dietary Guidelines Advisory Committee process; H.R. 1599, inclusion of pet food labeling.",2015-04-20 00:00:00
e34836d2-c66a-577f-acf5-46dcd79bc19a,1,KELLEY DRYE & WARREN LLP,New Shipper Bond Petitioners Coalition,"Federal policy regarding the distribution of duties collected on dumped Chinese imports to U.S. honey, crawfish, garlic, and canned mushroom producers under the Continued Dumping and Subsidy Offset Act (P.L. 106-387).",2015-04-20 00:00:00
"2d0e886a-4535-5ec8-a3ce-fc47239da9c9",3,THE WESSEL GROUP INCORPORATED,United Steelworkers,"Trade law enforcement;
Export promotion;
Issues surrounding exports of liquefied natural gas;
Treatment of glassware sector in multilateral trade negotiations;
Trans-Pacific Partnership Negotiations;
Currency manipulation by the People's Republic of China;
Impact of international trade on domestic alternative and renewable energy production;
USW Section 301 petition on alternative and renewable energy production equipment and related products;
Treatment of State Owned Enterprises in trade agreements and domestic law;
Trade in solar products;
Workers' Rights in international trade;
Addressing illegal trade practices by China regarding U.S. auto parts production;
Fast track trade negotiating authority;
Currency manipulation by Japan;
Support for inclusion of a provision in Customs reauthorization bills providing standing to unions to petition Customs to investigate
alleged evasion of AD/CVD orders;
US-EU Free Trade Agreement Negotiations;
US-Korea Free Trade Agreement implementation;
Chinese cybersecurity issues and impact on U.S. manufacturing sector;
Trade issues relating to surge in importation of steel products into the United States;
Identifying ways to improve consultations and transparency in trade negotiations;
Treatment of manufacturing regarding rules of origin in trade negotiations;
Treatment of manufactured products and workers under fast track trade negotiating authority;
Impact of intellectual property protections, including trade secrets, on the manufacturing sector;
Treatment of foreign investment in the United States and application of a net economic benefit test;
Treatment of manufacturing in Environmental Goods Agreement negotiations;
Support for antidumping and countervailing duty petitions on Passenger Vehicle and Light Truck tires from China;
Expansion of trade and economic relations with Africa including funding for infrastructure and development assistance;
Support for union standing as interested party in the ENFORCE Act;
Reauthorization of the Export-Import Bank;
Support for Petitioner Antidumping and Countervailing Duty investigation of Uncoated Paper from Australia, Brazil, China, Indonesia and Portugal",2015-04-20 00:00:00
"82b0db0b-4ea0-5083-ba7d-15bd8d9bcef8",11,R-CALF UNITED STOCKGROWERS OF AMERICA,R-CALF UNITED STOCKGROWERS OF AMERICA,"Defend country-of-origin labeling, oppose the U.S.-Trans Pacific Partnership free trade agreement and fast track authority, support the 21st Century Trade Principles proposed by the Coalition for a Prosperous America, reform trade policies concerning cattle and beef, oppose USDA rule that allows imports of beef and cattle with higher risk for BSE and FMD, support legislation to end currency manipulation by foreign countries, support enforcment of antidumping and countervailing duty orders, address value-added tax.",2015-04-20 00:00:00
"82b0db0b-4ea0-5083-ba7d-15bd8d9bcef8",7,R-CALF UNITED STOCKGROWERS OF AMERICA,R-CALF UNITED STOCKGROWERS OF AMERICA,"Defend country-of-origin labeling, oppose the U.S.-Trans Pacific Partnership free trade agreement and fast track authority, support the 21st Century Trade Principles proposed by the Coalition for a Prosperous America, reform trade policies concerning cattle and beef, oppose USDA rule that allows imports of beef and cattle with higher risk for BSE and FMD, support legislation to end currency manipulation by Asian nations, support enforcment of antidumping and countervailing duty orders, address value-added tax.",2015-04-20 00:00:00
"8133cba7-d10a-5df3-aeaf-1cb0605fa0ff",2,"AKIN, GUMP, STRAUSS, HAUER & FELD",Dow Corning Corporation,Antidumping investigation on polysilicon in China,2015-04-20 00:00:00
"8133cba7-d10a-5df3-aeaf-1cb0605fa0ff",1,"AKIN, GUMP, STRAUSS, HAUER & FELD",Dow Corning Corporation,Antidumping investigation on polysilicon in China,2015-04-20 00:00:00
"00d4fd1e-ea6c-54fa-84cc-67919d2117fc",5,ARCHER DANIELS MIDLAND COMPANY,ARCHER DANIELS MIDLAND COMPANY,"Matters relating to safety, availability, and labeling of food including: partially hydrogenated vegetable oil, nutrition labeling, Country of Origin Labeling (COOL), and Mexican sugar anti-dumping/countervailing duty cases.",2015-04-20 00:00:00
"00d4fd1e-ea6c-54fa-84cc-67919d2117fc",3,ARCHER DANIELS MIDLAND COMPANY,ARCHER DANIELS MIDLAND COMPANY,"Matters relating to agricultural trade including: Country of Origin Labeling (COOL), Anti-dumping and Countervailing duty petitions filed against Mexican sugar, trading issues surrounding approval of biotechnology traits.",2015-04-20 00:00:00
"7ba0b2ab-3a5b-5497-ae93-1471a4f7562e",1,WINSTON & STRAWN LLP,AMERICAN HONEY PRODUCERS ASSOCIATION INC,"Support legislation providing for unfair trade and labeling practices reform, marketing loan and disaster assistance for honey producers, pollinator habitat protection and conservation measures, ways to improve forage options and nutrition for honeybees,  advancement of a national standard of identity for honey and international food safety issues, modifications to the Continued Dumping and Subsidy Offset Act, curbs on circumvention of U.S. trade law, payment and collection of duties, curtailment of economic and product adulteration, and funding for honeybee research including efforts to address Colony Collapse Disorder and pollinator health decline and maintain the ARS honey bee research labs; advise on implementation of economic and disaster assistance and crop insurance legislation for honey producers, regulation of pesticides and monitoring of their impact on honeybees, policies on foreign worker visas, importation of honeybees, continuation of USDA's NASS crop and livestock reports, and modifications to the honey research, promotion, and consumer information program. Legislation of interest includes the Food and Energy Security Act of 2007 (S. 2302 and H.R. 2419; P.L. 110-234), the Customs Facilitation and Trade Enforcement Reauthorization Act of 2009 (S. 1631), the Enforcing Orders and Reducing Circumvention and Evasion Act of 2010 (S. 3725), the Preventing Recurring Trade Evasion and Circumvention Act of 2012 (H.R. 5708), implementation and extension of new shipper review provisions in the Pension Protection Act of 2006 (H.R. 4; P.L. 109-280), Farm Bill legislation, including the Agriculture Reform, Food and Jobs Act of 2012 (S. 3240), the Federal Agriculture Reform and Risk Management Act of 2012 (H.R. 6083), the American Taxpayer Relief Act of 2012 (H.R. 8; P.L. 112-240), the Agriculture Reform, Food and Jobs Act of 2013 (S. 954), the Federal Agriculture Reform and Risk Management Act of 2013 (H.R. 2642), the Agricultural Act of 2014 (H.R. 2642; P.L. 113-79), the FY 2016 Agriculture Appropriations Bill, and the FY 2015 Consolidated and Further Continuing Appropriations Act (H.R. 83; P.L. 113-235).
",2015-04-20 00:00:00
"000b0c5e-bc02-5753-b744-330c4e4d5c82",1,KING & SPALDING LLP,American Furniture Manufacturers Committee for Legal Trade (Informal Coalition),Issues related to enforcement of antidumping orders and Continued Dumping and Subsidy Offset Act,2015-04-20 00:00:00
"05801829-fcee-5b34-bea1-a4bc2184386e",3,STEPTOE & JOHNSON LLP,Liggett Vector Brands LLC,Dumping of Foreign Manufactured Cigarettes into US Market.,2015-04-20 00:00:00
d871b574-afd3-527b-916b-a6cb460bb6d9,1,JOCHUM SHORE & TROSSEVIN PC (FORMERLY BLACK SWAN LLC - JOCHUM SHORE & TROSSEVIN,Trade Remedy Reform Action Coalition,Advocating for changing the current retrospective anti-dumping and countervailing duty collection system to a prospective collection system.,2015-04-20 00:00:00
ca198a40-3661-5eb3-b9fe-91cdd9a0a034,1,NATIONAL COTTON COUNCIL,NATIONAL COTTON COUNCIL,"Implementation of H.R. 2642, the Agricultural Act of 2014

Testimony before the Senate Agriculture Committee regarding implementation of the Agricultural Act of 2014

Comments to USDA regarding the interim rule for the Conservation Stewardship Program

Comments to USDA regarding the interim rule for the Environmental Quality Incentives Program

Participation in agricultural coalition letter to House and Senate Budget Committees conveying opposition to proposed cuts for crop insurance in the Administrations budget

Contacts with Senate offices regarding amendments to Senate budget resolution for FY 2016

Letters to House and Senate Agricultural Appropriations Subcommittees conveying the cotton industrys requests for FY2016 funding of select programs

Communications to House and Senate leadership regarding the extension of tax provisions of importance to agriculture

H.R. 636, the America's Small Business Tax Relief Act of 2015

WTO Doha Round multilateral trade negotiations, specifically concerning U.S. negotiating positions with respect to trade in agricultural products and disciplines on domestic support for agriculture

Communications with USDA and USTR concerning Chinas policies and WTO obligations

Communications with Congress, USTR, USDA, State Department and Department of Commerce concerning the Turkish governments anti-dumping investigation of US cotton imports Trans-Pacific Partnership negotiations and yarn forward rule of origin for textiles and apparel

U.S.-E.U. free trade agreement negotiations

Communications with the Administration regarding port labor negotiations

Letter to CFTC regarding the definition of bona fide hedging in the proposed rules on position limits for derivatives and aggregation of positions

Letter to House Judiciary Committee regarding H.R. 185, the Regulatory Accountability Act of 2015

Issues  related to the use and registration of crop protection products in communications with EPA Office of Pesticide Programs

H.R. 897, the Reducing Regulatory Burdens Act of 2015

Testimony before house Agriculture Committees Conservation and Forestry Subcommittee regarding EPAs proposed rule for the Clean Water Act to define waters of U.S. for permitting purposes

Participation in coalition letter to EPA seeking the re-opening of the comment period for proposed water quality standards regulatory clarifications

H.R. 594, the Waters of the United States Regulatory Overreach Protection Act

Issues related to the cottonseed industrys petition with EPA for a Renewable Identification Number

OSHA proposed rule to revise its Occupational Injury and Illness Recording and Reporting regulations

Participation in agricultural coalition letter to House Agriculture Committee regarding mandatory labeling for foods containing biotechnology-derived products

Written communications to members of Congress conveying opposition to any action impacting the utilization of biotechnology

Contacts with EPA regarding pollinator risk assessment for pesticide registrations for cotton

Meetings with USDA Agricultural Research Service regarding honey bee health research 

Participation in the meeting of EPA's Farm, Ranch and Rural Communities Federal Advisory Committee

Issues related to new EPA pesticide label language for certain neonicotinoid products

Comments to U.S. Fish and Wildlife Service regarding the petition request to list the Monarch Butterfly as an endangered species

Comments to EPA regarding the proposed revision of the National Ambient Air Quality Standards for ground-level ozone

EPAs proposed label language for a newly formulated 2,4-D product

EPAs Environmental Impact Statement for a newly formulated Dicamba product

USDA-APHIS environmental assessment of corn and soy varieties resistant to 2,4-D

USDA-APHIS environmental assessment of cotton and soy varieties tolerant to Dicamba

Meeting with USDA-APHIS regarding surveys to determine scope of Old World Bollworm infestation

Contacts with USDA-FSA regarding the enforcement of cotton shipping standards

Contacts with USDA-FSA regarding the Extra Long Staple Cotton Competitiveness Program

Contacts with USDA-FSA regarding the Economic Adjustment Assistance Program

Comments to USDA-AMS regarding cotton classification fees

USDA NASSs Consumption on the Cotton System and Stocks survey

Contacts with USDA regarding Cotton Outlooks planned changed in the quality characteristics of the A Index
",2015-04-20 00:00:00
"74931b6a-33d6-5cc1-8a9d-22b4dad99ee0",1,HOGAN LOVELLS US LLP,National Chicken Council,Mexican Anti Dumping Poultry Case; Opening India Market to U.S; Poultry Anti-Dumping Case v. Indonesia;Trans-Pacific Partnership; European Union/World Trade Organization Case on Antimicrobials;Trans Atlantic Trade and Investment Partnership; USTR-WTO v. China's imposition of anti-dumping and countervaling duties on U.S. chicken products; Addressing poultry labelling under Mandatory Country of Origin Labelling; Establishment of Under Secretary of Agriculture for Trade and Foreign Agriculture; Transatlantic Trade and Investment Partnership; Trade Promotion Authority; USDA/FSIS Approval of Importation of Certain Korean Poultry Products; African Growth and Opportunity Act,2015-04-20 00:00:00
"685125e9-ba95-5ae0-82c1-0c9cbad82c0f",4,RENEWABLE FUELS ASSOCIATION,RENEWABLE FUELS ASSOCIATION,EU Anti-Dumping Legislation; Costa Rica Tariff Dispute; EU Renewable Energy Directive; Colombia Ethanol Ethanol Trade; Canadian Country of Origin Labeling Issues,2015-04-20 00:00:00
e12a8299-836f-5a9b-8122-1852090a69b5,2,"DENTONS US, LLP","RECREATION VEHICLE INDUSTRY ASSN, INC",Issues related to 2014 antidumping and countervailing duty petiticus on passenger vehicle and light truck tires from China,2015-04-20 00:00:00
"5b37ff0c-6975-5ab0-8366-51bf6e860011",2,INTERNATIONAL WOOD PRODUCTS ASSOCIATION,International Wood Products Association,Importation of wood and wood products. Generalized System of Preferences (GSP) renewal. Antidumping and countervailing duties. The effect of labor slowdowns at U.S. West Coast Ports. Wood products trade with Myanmar.,2015-04-20 00:00:00
"15344640-be89-544a-a852-164fb73a9223",1,"ADDUCI, MASTRIANI & SCHAUMBERG, L.L.P.",Crawfish Industry Subgroup of New Shipper Bond Petitioners Coalition,"Enforcement of antidumping duty orders and collection of duties secured by ""new shipper"" customs bonds",2015-04-20 00:00:00
"58e28b8a-1b08-5cbc-94cd-ef24229d4446",2,FLORIDA CRYSTALS CORPORATION,FLORIDA CRYSTALS CORPORATION,"FTA's including Panama, Columbia, Thailand, NAFTA, CAFTA-DR, TPP and WTO negotiations that deal with an increase in the Tariff Rate Quotas and/or elimination of tariffs on sugar as well as Mexican Anti-dumping and Countervailing Duty trade cases.  Other trade issues affecting sugar or biofuels.",2015-04-20 00:00:00
ffde1927-3b4c-51d1-8f52-f7ba1e29290d,1,DOW CORNING CORPORATION,Dow Corning Corporation,"Countervailing Duty and Anti-Dumping (CVD-AD) U.S./China Solar Polysilicon Case
",2015-04-20 00:00:00
b724dca2-cc9c-51dc-8820-fd9b4e3cf89d,7,NESTLE USA,NESTLE USA,Country of Origin Labeling. Anti-dumping/countervailing duties cases related to sugar.,2015-04-20 00:00:00
ee8f539a-3b3c-5e1e-91b5-b5e9ed52dec1,2,CORNING INCORPORATED,Corning Inc,Tariff and non-tariff barriers on optical fiber; Information Technology Agreement expansion and implementation; WTO; Environmental Goods Agreement (EGA); APEC; China market access; Trans Pacific Partnership (TPP); Trade Promotion Authority (TPA); Trade secrets protection; India Trade and Investment; Transatlantic Trade &amp; Investment Partnership (TTIP); Tawain; China dumping; and expanding trade with Cuba.,2015-04-20 00:00:00
"4df540e7-2681-5431-bb22-bc1bcf87d8e5",1,HARRY KOPP LLC,International Sugar Trade Coalition,Administration of U.S. sugar program; settlement of antidumping and countervailing-duty cases against sugar imported from Mexico.,2015-04-19 00:00:00
"104f86b7-f9df-54a8-924e-2de43d22226c",1,HARRY KOPP LLC,Philippine Sugar Alliance,Administration of the U.S. sugar program; settlement of antidumping and countervailing-duty cases against sugar imported from Mexico.,2015-04-19 00:00:00
"0f233ea5-ae54-5d8b-9a35-33af7b3dc6f1",1,"AKIN, GUMP, STRAUSS, HAUER & FELD",National Cotton Council of America,Monitoring of WTO; issues in foreign markets; anti-dumping duty investigation in Turkey,2015-04-18 00:00:00
be2da242-95c4-56d8-9601-72ef64619166,2,"AKIN, GUMP, STRAUSS, HAUER & FELD",GUARDIAN INDUSTRIES CORP,Anti-dumping duties affecting glass products,2015-04-18 00:00:00
"0f233ea5-ae54-5d8b-9a35-33af7b3dc6f1",2,"AKIN, GUMP, STRAUSS, HAUER & FELD",National Cotton Council of America,Monitoring of WTO; issues in foreign markets; anti-dumping duty investigation in Turkey,2015-04-18 00:00:00
"3d7251da-0402-5d2d-acea-daa66a4a9a72",7,"APPLIED MATERIALS, INC","APPLIED MATERIALS, INC.",Solar-related issues (antidumping/countervailing duty cases; no legislation); Environmental Goods Agreement (no legislation); Information Technology Agreement expansion (no legislation); forced localization (no legislation); TTP and TTIP (no legislation),2015-04-17 00:00:00
"8fa74327-e6fc-5798-9efb-9b3072e26773",1,DLA PIPER LLP (US),Globe Metallurgical,Antidumping issues and foreign trade zone issues; FERC licensing issues; International sanctions efforts.,2015-04-17 00:00:00
c5cd1c47-c296-5df2-bb86-aff3bda307cd,2,"VENN STRATEGIES, LLC","Appvion, Inc. (formerly known as Appleton Papers, Inc.)",Issues related to imports of lightweight thermal paper and pending antidumping/CVD cases,2015-04-17 00:00:00
"89b3eda7-1b1b-5a15-bc4f-3af1acd2609e",3,THE TIMKEN COMPANY,The Timken Company,"Continued Dumping and Subsidy Offset Act (CDSOA)
Trade Promotion Authority
Ex-Im Bank Reauthorization
Russia Sanctions
WTO Zeroing Rules as it applies to antidumping cases
Export Control Policies
Trans-Pacific Partnership Negotiations
Trans-Atlantic Trade and Investment Partnership Negotiations",2015-04-16 00:00:00
b0110c0f-2f72-501e-a841-28e269794b90,2,"KOUNTOUPES DENHAM CARR & REID, LLC",FMC CORPORATION,Issues related to GSP program; issues related to dumping issues including Moroccan seaweed.,2015-04-16 00:00:00
"5a7edc0b-307e-5709-978b-4c320b010071",1,DRINKER BIDDLE & REATH LLP,"J.B. Hunt Transport, Inc.",Issues related to countervailing and anti-dumping duties.,2015-04-16 00:00:00
a8438c17-d826-5d27-973e-094be91d141a,3,INTERNATIONAL DAIRY FOODS ASSOCIATION,International Dairy Foods Association,"Free trade agreements
Trans Pacific Partnership (TPP)
Transatlantic Trade and Investment Partnership (TTIP)
Trade Promotion Authority
Antidumping and Countervailing Duty Investigations of Imports of Sugar from Mexico
Country of Origin Labeling (COOL)
World Intellectual Property Organization (WIPO)
West Coast Ports Contract Dispute",2015-04-16 00:00:00
c2464dc6-fa3b-5bf0-a8d6-e4a661e6f9ca,2,SEABOARD CORPORATION,SEABOARD CORPORATION,AGOA; Encouraging South Africa to lift its anti-dumping tariffs on US poultry imports; Encouraging Congressional support for a private investment project in Haiti; Questioning continued US foreign aid to Benin due to electoral and judicial corruption.,2015-04-16 00:00:00
c2464dc6-fa3b-5bf0-a8d6-e4a661e6f9ca,4,SEABOARD CORPORATION,SEABOARD CORPORATION,AGOA; Encouraging South Africa to lift its US poultry anti-dumping duties; Encouraging support for TPA passage.,2015-04-16 00:00:00
"80636384-e8ca-5f23-a70b-8feff74ca10b",1,NATIONAL CHICKEN COUNCIL,National Chicken Council,"Mexican Anti Dumping Poultry Case
Opening India Market to U.S. Poultry
Trans-Pacific Partnership
European Union/World Trade Organization Case on Antimicrobials
Trans Atlantic Trade and Investment Partnership
USTR-WTO v. China's imposition of anti-dumping and countervailing duties on U.S. chicken products
Addressing poultry labeling under Mandatory Country of Origin Labeling
Establishment of Under Secretary of Agriculture for Trade and Foreign Agriculture
Transatlantic Trade and Investment Partnership 
Trade Promotion Authority
African Growth and Opportunity Act",2015-04-13 00:00:00
"4907d1d6-a8e8-54c4-bd39-deaf68ddeed7",1,UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA,United Brotherhood of Carpenters and Joiners of America,"General education concerning giving the President and the United States Trade Representative the ability to obtain ""Fast Track"" approval to initiate trade agreements with foreign governments, such as the Trans Pacific Partnership. S. 735 - Level Playing Field in Trade Agreements Act of 2015 - A bill to require that any trade agreement eligible for expedited consideration by Congress include requirements with respect to paying adequate wages and maintaining sustainable production members, and to amend antidumping duty laws under subtitle B of title VII of the Tariff Act of 1930 to level the playing field for U.S. manufacturers.

S 568 - Trade Adjustment Assistance Act of 2015 - A bill to extend the trade Adjustment Assistance program.
HR 1088 - Trade Adjustment Assistance Act of 2015 -  A bill to extend the trade Adjustment Assistance program.",2015-04-10 00:00:00
"04ec8396-c81a-5057-9448-ee4afae07b1d",2,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, implement the Farm Bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2015-04-09 00:00:00
"04ec8396-c81a-5057-9448-ee4afae07b1d",3,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, implement the Farm Bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2015-04-09 00:00:00
"04ec8396-c81a-5057-9448-ee4afae07b1d",1,WATKINSON MILLER PLLC,"TRUE SOURCE HONEY, LLC","Seek implementation of a standard of identity for honey, extend the new shippers bonding privilege suspension law, amend the customs re-authorization bill, implement the Farm Bill, and work with agency officials to investigate circumvention of the anti-dumping order on Chinese honey imports.",2015-04-09 00:00:00
f56eee5a-335e-55e2-8cb4-09e08da9f520,2,"RYBERG AND SMITH, L.L.C.",CBI Sugar Group,"Legislation affecting the US sugar program, Administration of the US sugar program, Treatment of sugar under trade preference programs and FTAs, and antidumping and countervailing duty investigations of sugar imports from Mexico.",2015-04-04 00:00:00
"7be4181b-6af5-55cd-bd16-b4cb23832a1c",1,"RYBERG AND SMITH, L.L.C.",International Sugar Trade Coalition,"1. Administration of US TRQs on sugar; 2. antidumping and countervailing duty investigations of sugar imports from Mexico; 3. Other issues affecting access to the US sugar market",2015-04-04 00:00:00
f56eee5a-335e-55e2-8cb4-09e08da9f520,1,"RYBERG AND SMITH, L.L.C.",CBI Sugar Group,"Legislation affecting the US sugar program, Administration of the US sugar program, Treatment of sugar under trade preference programs and FTAs, and antidumping and countervailing duty investigations of sugar imports from Mexico.",2015-04-04 00:00:00
"2344a214-4fab-58dd-a98d-2b6e38011de5",1,GENESIS GROUP LLC,LANCASTER COLONY CORP,Continued Dumping Subsidy Offset Act,2015-03-23 00:00:00
b7c90c28-6620-5fb4-a184-5a808a73bfa2,1,NATIONAL COTTON COUNCIL,NATIONAL COTTON COUNCIL,"Implementation of H.R. 2642, the Agricultural Act of 2014

H.R. 83, Consolidated and Further Continuing Appropriations Act

H.R. 5781, the California Emergency Drought Relief Act of 2014

Communications, as part of a coalition, to House and Senate leadership concerning the extension of tax provisions of importance to agriculture

H.R. 5771, the Tax Increase Prevention Act of 2014

WTO Doha Round multilateral trade negotiations, specifically concerning U.S. negotiating positions with respect to trade in agricultural products and disciplines on domestic support for agriculture

Communications with USDA, USTR and Congress concerning the WTO trade dispute with Brazil

Communications with USDA and USTR concerning Chinas policies and WTO obligations

Communications with Congress, USTR, USDA, State Department and Department of Commerce concerning the Turkish governments anti-dumping investigation of US cotton imports H.R. 3830, the Bipartisan Congressional Trade Priorities Act of 2014

Trans-Pacific Partnership negotiations and yarn forward rule of origin for textiles and apparel

U.S.-E.U. free trade agreement negotiations

Communications with the Administration regarding port labor negotiations

Implementation of Title VII of  H.R. 4173, Dodd-Frank Wall Street Reform and Consumer Protection Act

H.R. 4413, Customer Service Protection and End-User Relief Act

H.R. 935, the Reducing Regulatory Burdens Act

Issues  related to the use and registration of crop protection products in communications with EPA Office of Pesticide Programs

EPA draft guidance for pesticide spray drift evaluation in pesticide risk assessments

H.R. 5078, the Waters of the United States Regulatory Overreach Protection Act

EPAs proposed rule for Clean Water Act to define waters of U.S. for permitting purposes

EPAs interpretive rule regarding exemptions from permitting under Section 404 of the Clean Water Act

Issues related to the cottonseed industrys petition with EPA for a Renewable Identification Number

OSHA proposed rule to revise its Occupational Injury and Illness Recording and Reporting regulations

Development of OSHA rule for combustible dust

Implementation of the FDA Food Safety Modernization Act (S. 510)

Proposed rule on Sanitary Transportation of Human and Animal Food

H.R. 5447, a proposed amendment to the Federal Insecticide, Fungicide, and Rodenticide Act to increase the availability of pesticides for the management of parasitic pests that adversely impact the health of managed pollinator bees

Contacts with EPA regarding pollinator risk assessment for pesticide registrations for cotton

Meetings with USDA Agricultural Research Service regarding honey bee health research 

Issues related to new EPA pesticide label language for certain neonicotinoid products

EPA proposed revisions to national ambient air quality standards for ozone

EPAs proposed label language for a newly formulated 2,4-D product

EPAs Environmental Impact Statement for a newly formulated Dicamba product

USDA-APHIS environmental assessment of corn and soy varieties resistant to 2,4-D

USDA-APHIS environmental assessment of cotton and soy varieties tolerant to Dicamba

Contacts with USDA, USTR and Department of State on issues related to international cotton contract defaults

Contacts with USDA-APHIS regarding boll weevil and pink bollworm eradication programs, Dicamba tolerant cotton deregulation, and impact of shipping delays on phytosanitary certificates
 
Contacts with USDA-FSA regarding the enforcement of cotton shipping standards

Contacts with USDA-FSA regarding the Extra Long Staple Cotton Competitiveness Program

Contacts with USDA-FSA regarding the Economic Adjustment Assistance Program

Comments to USDA-AMS regarding cotton classification fees

USDA NASSs Consumption on the Cotton System and Stocks survey

Contacts with USDA regarding Cotton Outlooks planned changed in the quality characteristics of the A Index
",2015-01-28 00:00:00
f7daf302-81b1-59e8-8b7b-d0716ff6d587,2,"AKIN, GUMP, STRAUSS, HAUER & FELD",GUARDIAN INDUSTRIES CORP,Anti-dumping duties affecting glass products,2015-01-27 00:00:00
"2982844d-49f8-590a-ac07-03ed8a07033e",7,R-CALF UNITED STOCKGROWERS OF AMERICA,R-CALF UNITED STOCKGROWERS OF AMERICA,"Defend country-of-origin labeling, oppose the U.S.-Trans Pacific Partnership free trade agreement and fast track authority, support the 21st Century Trade Principles proposed by the Coalition for a Prosperous America, reform trade policies concerning cattle and beef, oppose USDA rule that allows imports of beef and cattle with higher risk for BSE and FMD, support legislation to end currency manipulation by Asian nations, support enforcment of antidumping and countervailing duty orders, address value-added tax.",2015-01-27 00:00:00
"2982844d-49f8-590a-ac07-03ed8a07033e",11,R-CALF UNITED STOCKGROWERS OF AMERICA,R-CALF UNITED STOCKGROWERS OF AMERICA,"Defend country-of-origin labeling, oppose the U.S.-Trans Pacific Partnership free trade agreement and fast track authority, support the 21st Century Trade Principles proposed by the Coalition for a Prosperous America, reform trade policies concerning cattle and beef, oppose USDA rule that allows imports of beef and cattle with higher risk for BSE and FMD, support legislation to end currency manipulation by foreign countries, support enforcment of antidumping and countervailing duty orders, address value-added tax.",2015-01-27 00:00:00
"200049ff-5b3e-57a0-8c38-cefe95cde97d",2,"SIGNAL GROUP CONSULTING, LLC",Hanwha Q CELLS USA Corp.,Antidumping/Countervailing Duties dispute and scope expansion,2015-01-22 00:00:00
